text_data,topic
"""x brand"" sent wrong product. i have a subscribe and save order of the chocolate shake. this month, i received it. a barcode on the top said ‘chocolate’ but it was vanilla when i opened it. i’m not going to send it back because i know it will just be thrown away, but be sure to check before opening!  i’m now stuck with a flavor i don’t really like.",Bad Taste/Flavor
"wrong item. ordered the ripped version and got regular, ordered raspberry lemonade and got frozen bombsicle, not what i ordered...",Wrong Product received
too sweeet. didn’t like the flavor. too sweet for my taste and covered in sugar.,Too Sweet
all stuck together!. emailed the company and they will do nothing!  product sucks!,Texture
"bad packaging. definitely received the product with no top 🤦🏾‍♀️...it didn’t leak out, thankfully, but fix the packaging. there is no way you didn’t know that there wasn’t a top when you sent it. we not but again.",Packaging
"bait and switch?. i've been using on products for years.  these vitamins used to taste fine, go down fine and not cause stomach issues. now they smell horrible, break down if exposed to air and cause gastro issues. i felt sluggish compared to the last bottle purchased so i switched to another brand and now feel great. our bodies require high end products, not sub-par ingredients.like everything else, they are sacrificing safety and quality to make a buck..just lost me as a customer.",Smells Bad
dangerous product. caused me a lot of cramping and bloating,Allergic
"not natural!!!. product online claims do be organic and natural.as a revived the vitamins and read the ingredients l was shocked! has bad ingredients and it is also over priced on ""x brand"" and you have to pay 3$ shipping if you are a prime member.other you care about your health and what you put in you're body l do not recommend this product!!!",Pricing
"i went with the cheap. i usually buy casien or another organic vegan and alternate, but i decided to save a few bucks. i'm not happy. if i was just doing a mix and chug, maybe i wouldn't care but i use it in fruit shakes and oatmeal instead of milk. the flavor tastes forced, if that makes sense, and it mixes more like glue or drywall mud. no matter how well mixed, it seems to have that pasty glue texture to it, which makes every drink or spoon-full leaving you with a feeling like your lips might get stuck closed. other than that the content seems to be okay, without any noticeable blood sugar spikes or feeling a hollow empty hunger an hour after like with whey.",Color and texture
never again. the taste is awful!,Bad Taste/Flavor
"quality ingredients, but taste only average.. i'm on a low carb diet and this product meets my nutritional requirements.  the powder mixes easily and appears to be made from top-quality ingredients.  while the flavor isn't bad, i've certainly had much better.while i like the product, given its price as of this writing, coupled with the average flavor, at best, i think a 3 star rating is appropriate.  i wouldn't talk you out of trying it, but it's average flavor and average value translates into a 3 star average rating.",Bad Taste/Flavor
crazy long time for delivery!. won't order again based on slowest ever delivery time ever!,Shipment and delivery
